original_text,normalized_text
ويحسسهم إن هُما مقصّرين وأغبيا،,ويحسسهم ان هُما مقصّرين واغبيا،
"فبدل ما يشاركوا بعض الأفكار، ويفكروا: ""الراجل دا بيقولّنا كدا ليه؟!","فبدل ما يشاركوا بعض الافكار، ويفكروا: ""الراجل دا بيقولّنا كدا ليه"
"وليه كل شوية بيغيّر كلامه معانا؟!""","وليه كل شويه بيغيّر كلامه معانا """
لأ، كل واحد بيترعب، ليكون هو المقصّر،,لا، كل واحد بيترعب، ليكون هو المقصّر،
فيقفل على نفسه وعلى أفكاره.,فيقفل علي نفسه وعلي افكاره.
"لأن المقصّر في ""جونزتاون"" عقابه عسير وعلني،","لان المقصّر في ""جونزتاون"" عقابه عسير وعلني،"
"""جونز"" أسس نظام تأديب مرعب،","""جونز"" اسس نظام تاديب مرعب،"
"سمّاه ""جلسات التنفيس""،","سمّاه ""جلسات التنفيس""،"
جلسات بتتعمل كل يوم أربع بالليل.,جلسات بتتعمل كل يوم اربع بالليل.
وعلى أد ما الاسم يبدو علمي ولطيف،,وعلي اد ما الاسم يبدو علمي ولطيف،
جلسات، هنقعد، تنفيس، هنخرّج اللي جوانا،,جلسات، هنقعد، تنفيس، هنخرّج اللي جوانا،
دي يا therapy، يا حمّام!,دي يا ، يا حمّام!
بس اللي بيحصل، يا عزيزي، في الواقع، إن هُما كانوا بيطلّعوا العضو المقصّر،,بس اللي بيحصل، يا عزيزي، في الواقع، ان هُما كانوا بيطلّعوا العضو المقصّر،
"على حسب رأي ""جونز"" يعني، هو اللي بيختار المقصّر،","علي حسب راي ""جونز"" يعني، هو اللي بيختار المقصّر،"
بيطلع هذا العضو المقصّر قُدّام الكل،,بيطلع هذا العضو المقصّر قُدّام الكل،
وتتم معاقبته بإنه يتضرب بلوح خشبي كبير،,وتتم معاقبته بانه يتضرب بلوح خشبي كبير،
"وسمّوه بسخرية ""مجلس التعليم،""","وسمّوه بسخريه ""مجلس التعليم،"""
"""احنا بنيجي هنا نتمدّ!""","""احنا بنيجي هنا نتمدّ!"""
ما كانش بيفرق معاه، يا عزيزي، لا أطفال ولا رجالة كبار ولا ستات،,ما كانش بيفرق معاه، يا عزيزي، لا اطفال ولا رجاله كبار ولا ستات،
كله بيتضرب قُدّام كله!,كله بيتضرب قُدّام كله!
"""إذا كنا كنا بنُخش الحمّام قصاد بعض، مش هنتضرب قصاد بعض؟!""","""اذا كنا كنا بنُخش الحمّام قصاد بعض، مش هنتضرب قصاد بعض """
الراجل دا كان بيتفنن في إنه يخلّي أتباعه يحسوا بالذنب الشديد والدونية.,الراجل دا كان بيتفنن في انه يخلّي اتباعه يحسوا بالذنب الشديد والدونيه.
"""ياه يا (أبو حميد)!""","""ياه يا ابو حميد !"""
وعشان تبقى العُزلة أكيدة ومُحكمة،,وعشان تبقي العُزله اكيده ومُحكمه،
هيضرب آخر حصن في أمان أتباعه، العيلة،,هيضرب اخر حصن في امان اتباعه، العيله،
"""جونز"" اعتبر إن مشاعر زي الحُب، وعلاقات زي علاقة الجواز دي","""جونز"" اعتبر ان مشاعر زي الحُب، وعلاقات زي علاقه الجواز دي"
تهديد كبير لسُلطته،,تهديد كبير لسُلطته،
أي علاقة قوية بين اتنين معناها إن الولاء بدأ يتوزّع، يا لهوي!,اي علاقه قويه بين اتنين معناها ان الولاء بدا يتوزّع، يا لهوي!
"""افرضي جوزك قالّك حاجة أنا مش مقتنع بيها!","""افرضي جوزك قالّك حاجه انا مش مقتنع بيها!"
افرض إن مراتك هي الوحشة النهاردة، ولازم تتضرب باللوح!,افرض ان مراتك هي الوحشه النهارده، ولازم تتضرب باللوح!
هتيجي بقى تعمل إيه؟ تعترض؟! تعترض! تعترض!,هتيجي بقي تعمل ايه؟ تعترض تعترض! تعترض!
"ما بَحبش أسمع كلمة بين الراجل ومراته، غير كلمتي أنا!""","ما بَحبش اسمع كلمه بين الراجل ومراته، غير كلمتي انا!"""
"عشان كدا، يا عزيزي، ""جونز"" كان بيتعمّد إن هو يكسر الروابط الأُسرية،","عشان كدا، يا عزيزي، ""جونز"" كان بيتعمّد ان هو يكسر الروابط الاُسريه،"
كان هو اللي بيقرر مين يتجوز مين،,كان هو اللي بيقرر مين يتجوز مين،
يشوف مين couples كدا بيحبوا بعض، مشاعرهم ملتهبة،,يشوف مين كدا بيحبوا بعض، مشاعرهم ملتهبه،
عصفورين في قفص، ويقوم مفرّق بينهم!,عصفورين في قفص، ويقوم مفرّق بينهم!
ويجوّزهم لناس تانية مش شبههم،,ويجوّزهم لناس تانيه مش شبههم،
ناس بيكرهوهم!,ناس بيكرهوهم!
فالناس هنا، يا عزيزي، ما تبقاش سعيدة في جوازها،,فالناس هنا، يا عزيزي، ما تبقاش سعيده في جوازها،
"فيروحوا يشتكوا لمين؟ لـ""جونز""،","فيروحوا يشتكوا لمين؟ ل""جونز""،"
"يقولّه: ""أنا فاهمك، وحاسس بيك كويس.""","يقولّه: ""انا فاهمك، وحاسس بيك كويس."""
ويبقى كدا نجح في إنه ما يخلّيش عاطفة لأي حد غيره.,ويبقي كدا نجح في انه ما يخلّيش عاطفه لاي حد غيره.
"قد تظن، يا عزيزي، إن أنا بَبالغ، وبَحُط ""إفّيهات"" في النُص،","قد تظن، يا عزيزي، ان انا بَبالغ، وبَحُط ""افّيهات"" في النُص،"
وأنا، بالفعل، أحيانًا بيحصل دا في حلقات تانية يعني،,وانا، بالفعل، احيانًا بيحصل دا في حلقات تانيه يعني،
بس خُد اللي جاية دي بين حواجبك!,بس خُد اللي جايه دي بين حواجبك!
"""جونز"" كان هو برضه اللي بيحدد مواعيد اللقاءات الزوجية.","""جونز"" كان هو برضه اللي بيحدد مواعيد اللقاءات الزوجيه."
"""(أبو حميد)، يعني إيه العلاقات الزوجية دي؟!""",""" ابو حميد ، يعني ايه العلاقات الزوجيه دي """
بمعنى، يا عزيزي، يا مؤدب يا محترم انت، يا اللي مش فاهم حاجة،,بمعني، يا عزيزي، يا مودب يا محترم انت، يا اللي مش فاهم حاجه،
إن أي راجل عايز يعمل عملية التناسل مع زوجته،,ان اي راجل عايز يعمل عمليه التناسل مع زوجته،
"""طالما الـrequest ما جاتش من مستر (جونز)، أنا وانتي إخوات!""","""طالما ال ما جاتش من مستر جونز ، انا وانتي اخوات!"""
دا معناه إن أي علاقة زوجية بين رجُل وزوجته,دا معناه ان اي علاقه زوجيه بين رجُل وزوجته
مش بس محتاجة موافقة الطرفين.,مش بس محتاجه موافقه الطرفين.
"""إيه دا؟! دا قاسي أوي الراجل دا؟! أنا تعبت منه!""","""ايه دا دا قاسي اوي الراجل دا انا تعبت منه!"""
"- أقولّك على الكبيرة؟ - ""هو لسة فيه؟!""","- اقولّك علي الكبيره؟ - ""هو لسه فيه """
والله، يا عزيزي، فوق كل اللي قُلتهولك دا،,والله، يا عزيزي، فوق كل اللي قُلتهولك دا،
الراجل كان بيُقيم بنفسه علاقات جنسية استغلالية,الراجل كان بيُقيم بنفسه علاقات جنسيه استغلاليه
مع أتباعه من الستات والرجالة،,مع اتباعه من الستات والرجاله،
كنوع من أنواع إثبات الخضوع ليه، اختبار ولاء!,كنوع من انواع اثبات الخضوع ليه، اختبار ولاء!
"""طب، يا حاج، انت جاي تختبر ولاء، أنا مالي أنا؟!""","""طب، يا حاج، انت جاي تختبر ولاء، انا مالي انا """
"""(أبو حميد)، أنا حاسس إن المصادر مكمكمة!""",""" ابو حميد ، انا حاسس ان المصادر مكمكمه!"""
الراجل، يا عزيزي، كان عايز يتأكد إنه يمتلك عقول وأجساد أتباعه.,الراجل، يا عزيزي، كان عايز يتاكد انه يمتلك عقول واجساد اتباعه.
"""أني خايف منك يا (أبو حميد)!","""اني خايف منك يا ابو حميد !"
انت بتمتلك عقلي دلوقتي،,انت بتمتلك عقلي دلوقتي،
"شوية شوية، وحاسس إن انت هتوصل للي انت عايز توصلّه!""","شويه شويه، وحاسس ان انت هتوصل للي انت عايز توصلّه!"""
دا، يا عزيزي، كان التحكم في العواطف.,دا، يا عزيزي، كان التحكم في العواطف.
ودلوقتي، خلّينا ننتقل للمرحلة الأخيرة،,ودلوقتي، خلّينا ننتقل للمرحله الاخيره،
